"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-06-29","0.00","0.0","0.0",,"77","63",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-06-30","0.00","0.0","0.0",,"66","59",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-01","0.00","0.0","0.0",,"65","57",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-02","0.00","0.0","0.0",,"73","59",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-03","0.00","0.0","0.0",,"79","63",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-04","0.20","0.0","0.0",,"69","59",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-05","0.05","0.0","0.0",,"81","57",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-06","0.00","0.0","0.0",,"86","60",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-07","0.00","0.0","0.0",,"77","59",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-08","0.06","0.0","0.0",,"65","61",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-09","0.00","0.0","0.0",,"79","59",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-10","0.08","0.0","0.0",,"82","63",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-11","0.25","0.0","0.0",,"85","63",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-12","0.00","0.0","0.0",,"82","58",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-13","0.00","0.0","0.0",,"79","61",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-14","0.00","0.0","0.0",,"80","55",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-15","0.68","0.0","0.0",,"85","65",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-16","0.00","0.0","0.0",,"80","64",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-17","0.00","0.0","0.0",,"70","57",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-18","0.00","0.0","0.0",,"72","57",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-19","0.00","0.0","0.0",,"71","57",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-20","0.00","0.0","0.0",,"76","55",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-21","0.04","0.0","0.0",,"80","58",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-22","0.00","0.0","0.0",,"78","63",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-23","0.00","0.0","0.0",,"82","62",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-24","0.14","0.0","0.0",,"83","61",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-25","0.00","0.0","0.0",,"81","66",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-26","0.00","0.0","0.0",,"82","63",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-27","0.02","0.0","0.0",,"84","64",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-28","0.01","0.0","0.0",,"84","66",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-29","0.00","0.0","0.0",,"81","62",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-30","0.00","0.0","0.0",,"79","59",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-07-31","0.00","0.0","0.0",,"81","58",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-01","0.00","0.0","0.0",,"75","61",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-02","0.00","0.0","0.0",,"78","57",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-03","0.07","0.0","0.0",,"84","67",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-04","0.00","0.0","0.0",,"85","67",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-05","0.00","0.0","0.0",,"79","61",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-06","0.00","0.0","0.0",,"82","60",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-07","0.33","0.0","0.0",,"74","64",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-08","0.02","0.0","0.0",,"89","68",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-09","0.18","0.0","0.0",,"91","77",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-10","0.00","0.0","0.0",,"85","70",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-11","0.00","0.0","0.0",,"82","62",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-12","0.00","0.0","0.0",,"83","60",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-13","0.00","0.0","0.0",,"86","60",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-14","0.00","0.0","0.0",,"88","63",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-15","0.00","0.0","0.0",,"89","67",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-16","0.63","0.0","0.0",,"88","70",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-17","0.33","0.0","0.0",,"83","70",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-18","0.00","0.0","0.0",,"83","65",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-19","0.35","0.0","0.0",,"83","59",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-20","0.07","0.0","0.0",,"78","64",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-21","0.16","0.0","0.0",,"73","59",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-22","0.00","0.0","0.0",,"68","57",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-23","0.00","0.0","0.0",,"74","56",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-24","0.00","0.0","0.0",,"79","54",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-25","0.00","0.0","0.0",,"83","59",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-26","0.93","0.0","0.0",,"73","62",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-27","0.95","0.0","0.0",,"67","61",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-28","0.22","0.0","0.0",,"68","60",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-29","0.02","0.0","0.0",,"69","56",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-30","0.00","0.0","0.0",,"66","51",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-08-31","0.00","0.0","0.0",,"68","49",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-01","0.00","0.0","0.0",,"72","47",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-02","0.00","0.0","0.0",,"73","50",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-03","0.00","0.0","0.0",,"75","56",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-04","0.00","0.0","0.0",,"75","54",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-05","0.00","0.0","0.0",,"78","54",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-06","0.03","0.0","0.0",,"77","61",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-07","0.00","0.0","0.0",,"77","59",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-08","0.00","0.0","0.0",,"78","60",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-09","0.00","0.0","0.0",,"78","65",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-10","0.00","0.0","0.0",,"81","64",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-11","0.00","0.0","0.0",,"80","61",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-12","0.00","0.0","0.0",,"79","58",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-13","0.00","0.0","0.0",,"80","58",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-14","0.00","0.0","0.0",,"84","58",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-15","0.00","0.0","0.0",,"82","64",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-16","0.00","0.0","0.0",,"71","59",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-17","0.00","0.0","0.0",,"72","50",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-18","0.00","0.0","0.0",,"79","50",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-19","0.00","0.0","0.0",,"76","55",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-20","0.75","0.0","0.0",,"73","54",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-21","0.00","0.0","0.0",,"67","60",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-22","0.00","0.0","0.0",,"77","59",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-23","0.00","0.0","0.0",,"76","62",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-24","0.00","0.0","0.0",,"73","64",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-25","0.16","0.0","0.0",,"70","60",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-26","0.00","0.0","0.0",,"69","55",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-27","0.08","0.0","0.0",,"74","50",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-28","0.01","0.0","0.0",,"62","49",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-29","0.00","0.0","0.0",,"60","48",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-09-30","0.00","0.0","0.0",,"62","47",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-01","0.89","0.0","0.0",,"59","41",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-02","0.21","0.0","0.0",,"56","47",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-03","0.11","0.0","0.0",,"57","47",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-04","0.00","0.0","0.0",,"60","45",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-05","0.00","0.0","0.0",,"62","43",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-06","0.03","0.0","0.0",,"61","49",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-07","0.00","0.0","0.0",,"60","45",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-08","0.12","0.0","0.0",,"53","45",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-09","0.46","0.0","0.0",,"52","39",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-10","0.00","0.0","0.0",,"48","31",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-11","0.00","0.0","0.0",,"44","29",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-12","0.02","0.0","0.0",,"48","41",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-13","0.00","0.0","0.0",,"47","34",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-14","0.03","0.0","0.0",,"48","42",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-15","0.29","0.0","0.0",,"44","41",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-16","0.04","0.0","0.0",,"45","39",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-17","0.00","0.0","0.0",,"52","36",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-18","0.00","0.0","0.0",,"53","31",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-19","0.00","0.0","0.0",,"65","44",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-20","0.03","0.0","0.0",,"62","48",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-21","0.00","0.0","0.0",,"69","55",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-22","1.03","0.0","0.0",,"58","48",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-23","0.89","0.0","0.0",,"61","42",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-24","0.04","0.0","0.0",,"50","38",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-25","0.27","0.0","0.0",,"62","44",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-26","0.11","0.0","0.0",,"55","49",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-27","0.06","0.0","0.0",,"51","45",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-28","0.00","0.0","0.0",,"57","50",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-29","0.60","0.0","0.0",,"60","47",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-30","0.81","0.0","0.0",,"67","46",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-10-31","0.00","0.0","0.0",,"46","35",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-01","0.00","0.0","0.0",,"52","30",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-02","0.01","0.0","0.0",,"59","42",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-03","0.00","0.0","0.0",,"47","34",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-04","0.00","0.0","0.0",,"52","40",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-05","0.00","0.0","0.0",,"55","35",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-06","0.00","0.0","0.0",,"62","34",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-07","0.00","0.0","0.0",,"71","46",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-08","0.00","0.0","0.0",,"70","45",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-09","0.00","0.0","0.0",,"63","50",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-10","0.00","0.0","0.0",,"55","39",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-11","0.00","0.0","0.0",,"54","35",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-12","0.00","0.0","0.0",,"56","28",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-13","0.00","0.0","0.0",,"55","33",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-14","0.00","0.0","0.0",,"63","43",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-15","0.00","0.0","0.0",,"55","41",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-16","0.00","0.0","0.0",,"48","44",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-17","0.05","0.0","0.0",,"47","44",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-18","0.17","0.0","0.0",,"47","43",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-19","0.07","0.0","0.0",,"47","41",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-20","0.00","0.0","0.0",,"54","42",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-21","0.00","0.0","0.0",,"54","33",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-22","0.00","0.0","0.0",,"57","34",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-23","0.00","0.0","0.0",,"49","41",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-24","0.64","0.0","0.0",,"50","40",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-25","0.12","0.0","0.0",,"49","37",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-26","0.15","0.0","0.0",,"42","33",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-27","0.00","0.0","0.0",,"40","29",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-28","0.00","0.0","0.0",,"54","29",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-29","0.02","0.0","0.0",,"44","33",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-11-30","0.00","0.0","0.0",,"41","30",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-01","0.00","0.0","0.0",,"55","32",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-02","0.00","0.0","0.0",,"45","33",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-03","0.00","0.0","0.0",,"38","26",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-04","0.00","0.2","0.0",,"28","23",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-05","0.00","0.0","0.0",,"32","23",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-06","0.00","0.0","0.0",,"36","26",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-07","0.06","2.1","2.0",,"31","26",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-08","0.51","2.8","1.0",,"35","25",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-09","0.16","1.4","1.0",,"35","11",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-10","0.00","0.0","2.0",,"13","0",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-11","0.00","0.0","2.0",,"23","7",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-12","0.01","0.0","2.0",,"36","16",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-13","0.00","0.0","0.0",,"37","32",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-14","0.02","0.0","0.0",,"38","27",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-15","0.00","0.0","0.0",,"27","8",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-16","0.00","0.0","0.0",,"23","5",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-17","0.00","0.0","0.0",,"35","17",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-18","0.27","0.8","0.0",,"36","31",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-19","0.22","1.7","2.0",,"33","29",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-20","0.00","0.2","2.0",,"30","26",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-21","0.01","0.0","2.0",,"29","25",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-22","0.20","2.9","3.0",,"32","27",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-23","0.32","0.9","5.0",,"32","31",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-24","0.39","0.0","4.0",,"36","32",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-25","0.46","0.4","1.0",,"43","21",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-26","0.06","5.6","1.0",,"26","20",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-27","0.01","0.7","4.0",,"21","14",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-28","0.00","0.0","3.0",,"30","14",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-29","0.00","0.0","2.0",,"24","8",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-30","0.02","1.1","2.0",,"31","15",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2009-12-31","0.01","0.0","2.0",,"32","9",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-01","0.00","0.0","2.0",,"16","5",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-02","0.00","0.0","2.0",,"11","2",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-03","0.00","0.0","2.0",,"18","-1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-04","0.00","0.0","2.0",,"18","7",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-05","0.00","0.0","2.0",,"23","13",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-06","0.01","0.1","2.0",,"20","10",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-07","0.27","3.9","3.0",,"22","16",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-08","0.27","3.5","8.0",,"27","11",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-09","0.00","0.0","7.0",,"22","6",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-10","0.00","0.0","6.0",,"18","0",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-11","0.00","0.0","6.0",,"26","15",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-12","0.00","0.0","5.0",,"31","20",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-13","0.00","0.0","5.0",,"35","19",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-14","0.00","0.0","5.0",,"40","31",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-15","0.00","0.0","2.0",,"34","25",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-16","0.00","0.0","2.0",,"27","23",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-17","0.00","0.0","2.0",,"29","19",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-18","0.00","0.0","2.0",,"31","27",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-19","0.00","0.0","2.0",,"38","27",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-20","0.01","0.0","2.0",,"33","24",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-21","0.08","0.0","2.0",,"35","30",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-22","0.00","0.0","2.0",,"35","33",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-23","0.00","0.0","1.0",,"44","34",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-24","0.49","0.0","0.0",,"46","30",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-25","0.00","0.5","0.0",,"32","19",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-26","0.00","0.2","0.0",,"24","12",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-27","0.00","0.9","1.0",,"23","9",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-28","0.00","0.0","1.0",,"17","6",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-29","0.00","0.0","1.0",,"21","5",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-30","0.00","0.0","1.0",,"25","18",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-01-31","0.00","0.0","1.0",,"29","15",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-02-01","0.00","0.0","0.0",,"30","14",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-02-02","0.10","2.1","1.0",,"32","25",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-02-03","0.00","0.0","1.0",,"32","23",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2010-02-04","0.00","0.0","1.0",,"33","21",
